order_number,feedback,score,sentence_sentiments,sentiment_classifications,keywords,categorized_feedback,overall_sentiment,sentiment_classification,mismatch
ORD-10879,I had a fantastic experience. Will definitely return.,10,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-03678,Customer service was excellent and very responsive. Everything was delivered ahead of schedule. Customer service was excellent and very responsive.,8,"[0.6, 0.0, 0.6]","['Positive', 'Neutral', 'Positive']","['service excellent', 'customer service', 'schedule customer', 'responsive delivered', 'customer']",Support Experience,0.6000000000000001,Positive,False
ORD-84652,I love the product! It exceeded my expectations.,8,"[0.625, 0.0]","['Positive', 'Neutral']","['love product', 'product', 'product exceeded', 'exceeded expectations', 'love']",Other,0.625,Positive,False
ORD-85597,"It works as described, but I expected more features.",5,[0.2],['Positive'],"['features', 'works described', 'expected features', 'works', 'described']",Other,0.2,Positive,True
ORD-11466,"Delivery was on time, but packaging could be better. Delivery was on time, but packaging could be better.",5,"[0.5, 0.5]","['Positive', 'Positive']","['delivery time', 'packaging better', 'time packaging', 'better delivery', 'packaging']",Other,0.5,Positive,True
ORD-70186,"The product was okay, nothing special.",6,[0.4285714285714286],['Positive'],"['product okay', 'special', 'product', 'okay special', 'okay']",Other,0.4285714285714286,Positive,False
ORD-66310,"Delivery was on time, but packaging could be better. It works as described, but I expected more features. The experience was average.",7,"[0.5, 0.2, -0.15]","['Positive', 'Positive', 'Negative']","['packaging better', 'delivery time', 'delivery', 'packaging', 'time packaging']",Other,0.1875,Positive,False
ORD-60070,"Delivery was on time, but packaging could be better. Delivery was on time, but packaging could be better.",4,"[0.5, 0.5]","['Positive', 'Positive']","['delivery time', 'packaging better', 'time packaging', 'better delivery', 'packaging']",Other,0.5,Positive,True
ORD-91607,Customer service was unhelpful. The order arrived late and was damaged.,1,"[0.0, -0.3]","['Neutral', 'Negative']","['customer service', 'order arrived', 'late damaged', 'customer', 'service unhelpful']",Support Experience,-0.3,Negative,False
ORD-29895,I'm disappointed with the product quality. Very dissatisfied. It didn't meet my needs. The order arrived late and was damaged. I won't be purchasing again.,2,"[-0.75, 0.2, 0.0, -0.3, 0.0]","['Negative', 'Positive', 'Neutral', 'Negative', 'Neutral']","['product quality', 'quality', 'quality dissatisfied', 'disappointed product', 'damaged']",Product Quality,-0.2833333333333334,Negative,False
ORD-08043,"It works as described, but I expected more features. The product was okay, nothing special. The product was okay, nothing special. The product was okay, nothing special.",6,"[0.2, 0.4285714285714286, 0.4285714285714286, 0.4285714285714286]","['Positive', 'Positive', 'Positive', 'Positive']","['features product', 'special product', 'product okay', 'features', 'works described']",Other,0.37142857142857144,Positive,False
ORD-83021,Customer service was excellent and very responsive. Customer service was excellent and very responsive. I love the product! It exceeded my expectations.,10,"[0.6, 0.6, 0.625, 0.0]","['Positive', 'Positive', 'Positive', 'Neutral']","['customer service', 'responsive customer', 'service excellent', 'customer', 'excellent responsive']",Support Experience,0.6050000000000001,Positive,False
ORD-39798,I had a fantastic experience. Will definitely return.,10,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-24809,Customer service was excellent and very responsive. Customer service was excellent and very responsive. Customer service was excellent and very responsive.,9,"[0.6, 0.6, 0.6]","['Positive', 'Positive', 'Positive']","['responsive customer', 'service excellent', 'customer service', 'customer', 'excellent responsive']",Support Experience,0.6000000000000001,Positive,False
ORD-64513,Customer service was excellent and very responsive. Very satisfied with the quality and support. Very satisfied with the quality and support.,9,"[0.6, 0.65, 0.65]","['Positive', 'Positive', 'Positive']","['quality support', 'customer service', 'service excellent', 'responsive satisfied', 'excellent responsive']",Support Experience,0.625,Positive,False
ORD-78234,Everything was delivered ahead of schedule. Customer service was excellent and very responsive. I love the product! It exceeded my expectations.,8,"[0.0, 0.6, 0.625, 0.0]","['Neutral', 'Positive', 'Positive', 'Neutral']","['delivered ahead', 'ahead schedule', 'schedule customer', 'delivered', 'schedule']",Other,0.6083333333333333,Positive,False
ORD-25142,I had a fantastic experience. Will definitely return. Customer service was excellent and very responsive. Customer service was excellent and very responsive. Everything was delivered ahead of schedule.,8,"[0.4, 0.0, 0.6, 0.6, 0.0]","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']","['return customer', 'definitely return', 'service excellent', 'responsive delivered', 'responsive customer']",Other,0.4666666666666666,Positive,False
ORD-44168,Customer service was unhelpful. I won't be purchasing again. Very dissatisfied. It didn't meet my needs.,2,"[0.0, 0.0, 0.2, 0.0]","['Neutral', 'Neutral', 'Positive', 'Neutral']","['customer service', 'customer', 'purchasing dissatisfied', 'service unhelpful', 'service']",Support Experience,0.2,Positive,True
ORD-77703,"The product was okay, nothing special. Delivery was on time, but packaging could be better. It works as described, but I expected more features. Delivery was on time, but packaging could be better.",4,"[0.4285714285714286, 0.5, 0.2, 0.5]","['Positive', 'Positive', 'Positive', 'Positive']","['packaging better', 'packaging', 'special delivery', 'delivery time', 'time packaging']",Other,0.3761904761904762,Positive,True
ORD-39108,Very satisfied with the quality and support. I had a fantastic experience. Will definitely return. Very satisfied with the quality and support. Customer service was excellent and very responsive.,9,"[0.65, 0.4, 0.0, 0.65, 0.6]","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']","['quality support', 'satisfied quality', 'return satisfied', 'support customer', 'quality']",Product Quality,0.4833333333333334,Positive,False
ORD-43692,"Delivery was on time, but packaging could be better.",4,[0.5],['Positive'],"['packaging better', 'delivery time', 'packaging', 'time packaging', 'delivery']",Other,0.5,Positive,True
ORD-79575,I'm disappointed with the product quality. The order arrived late and was damaged. I won't be purchasing again.,2,"[-0.75, -0.3, 0.0]","['Negative', 'Negative', 'Neutral']","['product quality', 'quality', 'quality order', 'disappointed product', 'order arrived']",Product Quality,-0.525,Negative,False
ORD-55724,Customer service was excellent and very responsive. Very satisfied with the quality and support.,10,"[0.6, 0.65]","['Positive', 'Positive']","['service excellent', 'customer service', 'quality support', 'excellent responsive', 'customer']",Support Experience,0.6166666666666667,Positive,False
ORD-45882,Very dissatisfied. It didn't meet my needs. I'm disappointed with the product quality.,3,"[0.2, 0.0, -0.75]","['Positive', 'Neutral', 'Negative']","['dissatisfied', 'product quality', 'disappointed product', 'quality', 'dissatisfied didn']",Product Quality,-0.275,Negative,False
ORD-63231,Very satisfied with the quality and support. Everything was delivered ahead of schedule.,8,"[0.65, 0.0]","['Positive', 'Neutral']","['support delivered', 'satisfied quality', 'quality support', 'satisfied', 'delivered ahead']",Other,0.65,Positive,False
ORD-43599,Customer service was excellent and very responsive. I love the product! It exceeded my expectations. Customer service was excellent and very responsive.,8,"[0.6, 0.625, 0.0, 0.6]","['Positive', 'Positive', 'Neutral', 'Positive']","['customer service', 'service excellent', 'customer', 'excellent responsive', 'expectations customer']",Support Experience,0.6050000000000001,Positive,False
ORD-09957,Very satisfied with the quality and support. Customer service was excellent and very responsive. Customer service was excellent and very responsive.,9,"[0.65, 0.6, 0.6]","['Positive', 'Positive', 'Positive']","['satisfied quality', 'quality support', 'service excellent', 'quality', 'support customer']",Product Quality,0.61,Positive,False
ORD-17309,I had a fantastic experience. Will definitely return.,9,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-96139,I love the product! It exceeded my expectations.,8,"[0.625, 0.0]","['Positive', 'Neutral']","['love product', 'product', 'product exceeded', 'exceeded expectations', 'love']",Other,0.625,Positive,False
ORD-88968,"It works as described, but I expected more features.",5,[0.2],['Positive'],"['features', 'works described', 'expected features', 'works', 'described']",Other,0.2,Positive,True
ORD-66448,Very satisfied with the quality and support. I love the product! It exceeded my expectations. Customer service was excellent and very responsive.,8,"[0.65, 0.625, 0.0, 0.6]","['Positive', 'Positive', 'Neutral', 'Positive']","['quality support', 'satisfied quality', 'excellent responsive', 'quality', 'satisfied']",Product Quality,0.61875,Positive,False
ORD-82607,Customer service was excellent and very responsive. I had a fantastic experience. Will definitely return. Very satisfied with the quality and support.,9,"[0.6, 0.4, 0.0, 0.65]","['Positive', 'Positive', 'Neutral', 'Positive']","['customer service', 'quality support', 'service excellent', 'excellent responsive', 'customer']",Support Experience,0.45,Positive,False
ORD-37057,I had a fantastic experience. Will definitely return. I had a fantastic experience. Will definitely return.,9,"[0.4, 0.0, 0.4, 0.0]","['Positive', 'Neutral', 'Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return fantastic', 'return', 'experience definitely']",Other,0.2,Positive,False
ORD-00196,I had a fantastic experience. Will definitely return.,10,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-07451,I love the product! It exceeded my expectations. I had a fantastic experience. Will definitely return.,10,"[0.625, 0.0, 0.4, 0.0]","['Positive', 'Neutral', 'Positive', 'Neutral']","['definitely return', 'fantastic experience', 'love product', 'return', 'expectations fantastic']",Other,0.3416666666666666,Positive,False
ORD-69583,I had a fantastic experience. Will definitely return.,9,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-88633,Very satisfied with the quality and support.,8,[0.65],['Positive'],"['satisfied quality', 'quality support', 'quality', 'satisfied', 'support']",Product Quality,0.65,Positive,False
ORD-65557,I love the product! It exceeded my expectations. I love the product! It exceeded my expectations. Customer service was excellent and very responsive.,8,"[0.625, 0.0, 0.625, 0.0, 0.6]","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']","['excellent responsive', 'love product', 'service excellent', 'responsive', 'customer']",Other,0.6125,Positive,False
ORD-44354,"It works as described, but I expected more features. Nothing stood out, but nothing was particularly bad either. The product was okay, nothing special.",4,"[0.2, -0.6999999999999998, 0.4285714285714286]","['Positive', 'Negative', 'Positive']","['works described', 'bad product', 'features', 'product okay', 'expected features']",Other,0.11142857142857147,Positive,True
ORD-41438,"The product was okay, nothing special. The product was okay, nothing special. The experience was average.",7,"[0.4285714285714286, 0.4285714285714286, -0.15]","['Positive', 'Positive', 'Negative']","['special experience', 'special product', 'product okay', 'experience', 'experience average']",Other,0.3128571428571429,Positive,False
ORD-50106,"The product was okay, nothing special. Delivery was on time, but packaging could be better.",6,"[0.4285714285714286, 0.5]","['Positive', 'Positive']","['packaging better', 'packaging', 'special delivery', 'time packaging', 'delivery time']",Other,0.4523809523809524,Positive,False
ORD-19392,"Nothing stood out, but nothing was particularly bad either. The experience was average. Nothing stood out, but nothing was particularly bad either.",7,"[-0.6999999999999998, -0.15, -0.6999999999999998]","['Negative', 'Negative', 'Negative']","['bad experience', 'experience average', 'average stood', 'experience', 'stood particularly']",Other,-0.5166666666666666,Negative,True
ORD-82739,Everything was delivered ahead of schedule. Very satisfied with the quality and support.,8,"[0.0, 0.65]","['Neutral', 'Positive']","['delivered ahead', 'schedule satisfied', 'ahead schedule', 'delivered', 'quality support']",Other,0.65,Positive,False
ORD-60684,"The product was okay, nothing special. The product was okay, nothing special. Nothing stood out, but nothing was particularly bad either.",7,"[0.4285714285714286, 0.4285714285714286, -0.6999999999999998]","['Positive', 'Positive', 'Negative']","['special product', 'product okay', 'product', 'special stood', 'special']",Other,0.20285714285714293,Positive,False
ORD-69025,I love the product! It exceeded my expectations. I had a fantastic experience. Will definitely return.,10,"[0.625, 0.0, 0.4, 0.0]","['Positive', 'Neutral', 'Positive', 'Neutral']","['definitely return', 'fantastic experience', 'love product', 'return', 'expectations fantastic']",Other,0.3416666666666666,Positive,False
ORD-19294,Everything was delivered ahead of schedule. Customer service was excellent and very responsive. I love the product! It exceeded my expectations.,10,"[0.0, 0.6, 0.625, 0.0]","['Neutral', 'Positive', 'Positive', 'Neutral']","['delivered ahead', 'ahead schedule', 'schedule customer', 'delivered', 'schedule']",Other,0.6083333333333333,Positive,False
ORD-23379,Everything was delivered ahead of schedule. I love the product! It exceeded my expectations. I love the product! It exceeded my expectations.,8,"[0.0, 0.625, 0.0, 0.625, 0.0]","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']","['delivered ahead', 'ahead schedule', 'schedule', 'delivered', 'expectations']",Other,0.625,Positive,False
ORD-78746,I won't be purchasing again. Customer service was unhelpful. I'm disappointed with the product quality.,1,"[0.0, 0.0, -0.75]","['Neutral', 'Neutral', 'Negative']","['product quality', 'disappointed product', 'quality', 'purchasing customer', 'customer']",Product Quality,-0.75,Negative,False
ORD-20177,Customer service was excellent and very responsive. I had a fantastic experience. Will definitely return. Everything was delivered ahead of schedule. Very satisfied with the quality and support.,10,"[0.6, 0.4, 0.0, 0.0, 0.65]","['Positive', 'Positive', 'Neutral', 'Neutral', 'Positive']","['customer service', 'service excellent', 'quality support', 'return delivered', 'excellent responsive']",Support Experience,0.45,Positive,False
ORD-43161,I'm disappointed with the product quality. The order arrived late and was damaged. I'm disappointed with the product quality. The order arrived late and was damaged.,3,"[-0.75, -0.3, -0.75, -0.3]","['Negative', 'Negative', 'Negative', 'Negative']","['product quality', 'quality', 'quality order', 'disappointed product', 'damaged disappointed']",Product Quality,-0.525,Negative,False
ORD-51022,Customer service was excellent and very responsive. I love the product! It exceeded my expectations. Very satisfied with the quality and support.,8,"[0.6, 0.625, 0.0, 0.65]","['Positive', 'Positive', 'Neutral', 'Positive']","['customer service', 'quality support', 'service excellent', 'excellent responsive', 'customer']",Support Experience,0.61875,Positive,False
ORD-03407,"It works as described, but I expected more features. It works as described, but I expected more features. It works as described, but I expected more features. The experience was average.",4,"[0.2, 0.2, 0.2, -0.15]","['Positive', 'Positive', 'Positive', 'Negative']","['features works', 'features experience', 'features', 'expected features', 'experience']",Other,0.15000000000000005,Positive,True
ORD-91944,"Nothing stood out, but nothing was particularly bad either. Nothing stood out, but nothing was particularly bad either. Delivery was on time, but packaging could be better.",6,"[-0.6999999999999998, -0.6999999999999998, 0.5]","['Negative', 'Negative', 'Positive']","['packaging better', 'packaging', 'bad delivery', 'time packaging', 'bad stood']",Other,-0.2999999999999999,Negative,True
ORD-73046,I'm disappointed with the product quality.,3,[-0.75],['Negative'],"['disappointed product', 'product quality', 'quality', 'disappointed', 'product']",Product Quality,-0.75,Negative,False
ORD-91966,I had a fantastic experience. Will definitely return.,8,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-73181,I love the product! It exceeded my expectations. Very satisfied with the quality and support. I had a fantastic experience. Will definitely return.,9,"[0.625, 0.0, 0.65, 0.4, 0.0]","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']","['quality support', 'support fantastic', 'satisfied quality', 'love product', 'support']",Support Experience,0.41874999999999996,Positive,False
ORD-48453,Very satisfied with the quality and support. I had a fantastic experience. Will definitely return. I love the product! It exceeded my expectations. Everything was delivered ahead of schedule.,9,"[0.65, 0.4, 0.0, 0.625, 0.0, 0.0]","['Positive', 'Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral']","['quality support', 'satisfied quality', 'support fantastic', 'quality', 'satisfied']",Product Quality,0.41875,Positive,False
ORD-97689,Everything was delivered ahead of schedule. Very satisfied with the quality and support. I love the product! It exceeded my expectations.,8,"[0.0, 0.65, 0.625, 0.0]","['Neutral', 'Positive', 'Positive', 'Neutral']","['delivered ahead', 'schedule satisfied', 'ahead schedule', 'delivered', 'schedule']",Other,0.6375,Positive,False
ORD-39984,Very satisfied with the quality and support. I had a fantastic experience. Will definitely return. I love the product! It exceeded my expectations. Customer service was excellent and very responsive.,10,"[0.65, 0.4, 0.0, 0.625, 0.0, 0.6]","['Positive', 'Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']","['quality support', 'satisfied quality', 'excellent responsive', 'support fantastic', 'quality']",Product Quality,0.4791666666666667,Positive,False
ORD-07508,I had a fantastic experience. Will definitely return. Everything was delivered ahead of schedule.,9,"[0.4, 0.0, 0.0]","['Positive', 'Neutral', 'Neutral']","['definitely return', 'return delivered', 'fantastic experience', 'return', 'delivered ahead']",Other,0.2,Positive,False
ORD-81621,Very dissatisfied. It didn't meet my needs. I won't be purchasing again. The order arrived late and was damaged.,2,"[0.2, 0.0, 0.0, -0.3]","['Positive', 'Neutral', 'Neutral', 'Negative']","['dissatisfied', 'dissatisfied didn', 'won purchasing', 'purchasing', 'order arrived']",Other,-0.04999999999999999,Neutral,False
ORD-96077,"Nothing stood out, but nothing was particularly bad either.",5,[-0.6999999999999998],['Negative'],"['stood particularly', 'particularly bad', 'bad', 'stood', 'particularly']",Other,-0.6999999999999998,Negative,False
ORD-88199,Very satisfied with the quality and support. I had a fantastic experience. Will definitely return.,10,"[0.65, 0.4, 0.0]","['Positive', 'Positive', 'Neutral']","['quality support', 'satisfied quality', 'support fantastic', 'quality', 'satisfied']",Product Quality,0.35000000000000003,Positive,False
ORD-23725,Everything was delivered ahead of schedule. I love the product! It exceeded my expectations. I love the product! It exceeded my expectations. Customer service was excellent and very responsive.,9,"[0.0, 0.625, 0.0, 0.625, 0.0, 0.6]","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']","['delivered ahead', 'ahead schedule', 'schedule', 'delivered', 'expectations customer']",Other,0.6125,Positive,False
ORD-53185,Customer service was excellent and very responsive.,9,[0.6],['Positive'],"['service excellent', 'customer service', 'excellent responsive', 'customer', 'service']",Support Experience,0.6,Positive,False
ORD-32755,I'm disappointed with the product quality. I'm disappointed with the product quality.,3,"[-0.75, -0.75]","['Negative', 'Negative']","['quality disappointed', 'product quality', 'disappointed product', 'quality', 'disappointed']",Product Quality,-0.75,Negative,False
ORD-13827,Very satisfied with the quality and support. Very satisfied with the quality and support. I love the product! It exceeded my expectations. I had a fantastic experience. Will definitely return.,8,"[0.65, 0.65, 0.625, 0.0, 0.4, 0.0]","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive', 'Neutral']","['quality support', 'support satisfied', 'satisfied quality', 'quality', 'satisfied']",Product Quality,0.465,Positive,False
ORD-64356,I had a fantastic experience. Will definitely return. Very satisfied with the quality and support. Very satisfied with the quality and support.,8,"[0.4, 0.0, 0.65, 0.65]","['Positive', 'Neutral', 'Positive', 'Positive']","['return satisfied', 'quality support', 'support satisfied', 'definitely return', 'satisfied quality']",Other,0.42500000000000004,Positive,False
ORD-61628,"It works as described, but I expected more features.",4,[0.2],['Positive'],"['features', 'works described', 'expected features', 'works', 'described']",Other,0.2,Positive,True
ORD-34488,Customer service was unhelpful.,1,[0.0],['Neutral'],"['service unhelpful', 'unhelpful', 'customer service', 'customer', 'service']",Support Experience,0.0,Neutral,False
ORD-38544,"Delivery was on time, but packaging could be better. It works as described, but I expected more features. Nothing stood out, but nothing was particularly bad either.",7,"[0.5, 0.2, -0.6999999999999998]","['Positive', 'Positive', 'Negative']","['packaging better', 'packaging', 'delivery', 'delivery time', 'time packaging']",Other,0.050000000000000044,Neutral,False
ORD-16747,Customer service was excellent and very responsive. Customer service was excellent and very responsive. I love the product! It exceeded my expectations. I love the product! It exceeded my expectations.,8,"[0.6, 0.6, 0.625, 0.0, 0.625, 0.0]","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive', 'Neutral']","['responsive customer', 'customer service', 'service excellent', 'customer', 'excellent responsive']",Support Experience,0.6083333333333334,Positive,False
ORD-32793,The order arrived late and was damaged. I'm disappointed with the product quality. I won't be purchasing again. I won't be purchasing again.,2,"[-0.3, -0.75, 0.0, 0.0]","['Negative', 'Negative', 'Neutral', 'Neutral']","['quality', 'product quality', 'quality won', 'order arrived', 'damaged']",Product Quality,-0.525,Negative,False
ORD-14431,Very satisfied with the quality and support. I had a fantastic experience. Will definitely return. Customer service was excellent and very responsive.,10,"[0.65, 0.4, 0.0, 0.6]","['Positive', 'Positive', 'Neutral', 'Positive']","['quality support', 'satisfied quality', 'excellent responsive', 'quality', 'support fantastic']",Product Quality,0.45,Positive,False
ORD-00832,Everything was delivered ahead of schedule.,10,[0.0],['Neutral'],"['ahead schedule', 'delivered ahead', 'schedule', 'delivered', 'ahead']",Other,0.0,Neutral,False
ORD-58294,Customer service was excellent and very responsive. I had a fantastic experience. Will definitely return.,8,"[0.6, 0.4, 0.0]","['Positive', 'Positive', 'Neutral']","['service excellent', 'customer service', 'excellent responsive', 'responsive fantastic', 'customer']",Support Experience,0.4,Positive,False
ORD-62090,Customer service was excellent and very responsive. Everything was delivered ahead of schedule.,10,"[0.6, 0.0]","['Positive', 'Neutral']","['service excellent', 'customer service', 'responsive delivered', 'customer', 'excellent responsive']",Support Experience,0.6,Positive,False
ORD-21676,I had a fantastic experience. Will definitely return. I had a fantastic experience. Will definitely return.,10,"[0.4, 0.0, 0.4, 0.0]","['Positive', 'Neutral', 'Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return fantastic', 'return', 'experience definitely']",Other,0.2,Positive,False
ORD-94027,The order arrived late and was damaged. Customer service was unhelpful. I'm disappointed with the product quality.,3,"[-0.3, 0.0, -0.75]","['Negative', 'Neutral', 'Negative']","['order arrived', 'product quality', 'damaged customer', 'quality', 'order']",Product Quality,-0.525,Negative,False
ORD-85752,"Delivery was on time, but packaging could be better. Nothing stood out, but nothing was particularly bad either. The product was okay, nothing special.",7,"[0.5, -0.6999999999999998, 0.4285714285714286]","['Positive', 'Negative', 'Positive']","['packaging better', 'packaging', 'delivery time', 'time packaging', 'delivery']",Other,0.1642857142857143,Positive,False
ORD-87313,"The experience was average. Delivery was on time, but packaging could be better. The experience was average.",5,"[-0.15, 0.5, -0.15]","['Negative', 'Positive', 'Negative']","['average delivery', 'packaging better', 'delivery time', 'packaging', 'experience average']",Other,0.06666666666666667,Neutral,False
ORD-65592,I love the product! It exceeded my expectations.,10,"[0.625, 0.0]","['Positive', 'Neutral']","['love product', 'product', 'product exceeded', 'exceeded expectations', 'love']",Other,0.625,Positive,False
ORD-81591,Customer service was excellent and very responsive. I had a fantastic experience. Will definitely return.,8,"[0.6, 0.4, 0.0]","['Positive', 'Positive', 'Neutral']","['service excellent', 'customer service', 'excellent responsive', 'responsive fantastic', 'customer']",Support Experience,0.4,Positive,False
ORD-01016,"Nothing stood out, but nothing was particularly bad either. The product was okay, nothing special. The product was okay, nothing special. Delivery was on time, but packaging could be better.",4,"[-0.6999999999999998, 0.4285714285714286, 0.4285714285714286, 0.5]","['Negative', 'Positive', 'Positive', 'Positive']","['packaging better', 'packaging', 'bad product', 'time packaging', 'product okay']",Other,0.25238095238095243,Positive,True
ORD-49404,I'm disappointed with the product quality. I'm disappointed with the product quality. I'm disappointed with the product quality.,1,"[-0.75, -0.75, -0.75]","['Negative', 'Negative', 'Negative']","['quality disappointed', 'product quality', 'disappointed product', 'quality', 'disappointed']",Product Quality,-0.75,Negative,False
ORD-22009,"Delivery was on time, but packaging could be better. It works as described, but I expected more features. It works as described, but I expected more features. Nothing stood out, but nothing was particularly bad either.",4,"[0.5, 0.2, 0.2, -0.6999999999999998]","['Positive', 'Positive', 'Positive', 'Negative']","['packaging better', 'packaging', 'delivery', 'delivery time', 'time packaging']",Other,0.10000000000000003,Positive,True
ORD-97260,The experience was average. The experience was average. The experience was average.,7,"[-0.15, -0.15, -0.15]","['Negative', 'Negative', 'Negative']","['average experience', 'experience average', 'experience', 'average']",Other,-0.15,Negative,True
ORD-56832,"Delivery was on time, but packaging could be better. It works as described, but I expected more features.",6,"[0.5, 0.2]","['Positive', 'Positive']","['packaging better', 'delivery time', 'packaging', 'delivery', 'time packaging']",Other,0.3,Positive,False
ORD-97053,Very satisfied with the quality and support. I love the product! It exceeded my expectations.,9,"[0.65, 0.625, 0.0]","['Positive', 'Positive', 'Neutral']","['quality support', 'satisfied quality', 'quality', 'satisfied', 'support']",Product Quality,0.6375,Positive,False
ORD-52447,I love the product! It exceeded my expectations. Customer service was excellent and very responsive. I love the product! It exceeded my expectations.,9,"[0.625, 0.0, 0.6, 0.625, 0.0]","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']","['excellent responsive', 'love product', 'service excellent', 'responsive love', 'responsive']",Other,0.6125,Positive,False
ORD-12752,Very dissatisfied. It didn't meet my needs. I won't be purchasing again. Customer service was unhelpful. I won't be purchasing again.,2,"[0.2, 0.0, 0.0, 0.0, 0.0]","['Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['dissatisfied', 'dissatisfied didn', 'purchasing customer', 'customer service', 'customer']",Support Experience,0.2,Positive,True
ORD-56263,I had a fantastic experience. Will definitely return.,10,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-08317,Very satisfied with the quality and support. Customer service was excellent and very responsive.,9,"[0.65, 0.6]","['Positive', 'Positive']","['quality support', 'satisfied quality', 'service excellent', 'quality', 'excellent responsive']",Product Quality,0.6166666666666666,Positive,False
ORD-18183,I had a fantastic experience. Will definitely return.,8,"[0.4, 0.0]","['Positive', 'Neutral']","['definitely return', 'fantastic experience', 'return', 'experience definitely', 'experience']",Other,0.2,Positive,False
ORD-85635,Customer service was unhelpful. I'm disappointed with the product quality. The order arrived late and was damaged. Customer service was unhelpful.,3,"[0.0, -0.75, -0.3, 0.0]","['Neutral', 'Negative', 'Negative', 'Neutral']","['customer service', 'damaged customer', 'customer', 'quality order', 'product quality']",Support Experience,-0.525,Negative,False
ORD-52389,"The product was okay, nothing special. The product was okay, nothing special. It works as described, but I expected more features.",7,"[0.4285714285714286, 0.4285714285714286, 0.2]","['Positive', 'Positive', 'Positive']","['special product', 'product okay', 'features', 'special works', 'expected features']",Other,0.3523809523809524,Positive,False
